article_id,category,subcategory,title,abstract,url,title_entities,abstract_entities
N122025,finance,finance-companies,Why the world's biggest beer maker is ditching paper labels in favor of a revolutionary labeling process,"AB InBev, the drinks company that makes Beck's beer, is pioneering new technology to ""tattoo"" its brand onto 200,000 bottles using just ink",https://assets.msn.com/labs/mind/AAJaR0e.html,[],"[{""Label"": ""Anheuser-Busch InBev"", ""Type"": ""O"", ""WikidataId"": ""Q128738"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""AB InBev""]}, {""Label"": ""Beck's Brewery"", ""Type"": ""F"", ""WikidataId"": ""Q106854"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""Beck's""]}]"
N11369,health,health-news,"Narcissists may be protected against depression and stress, says study. But at what cost?","They gain this mental toughness by overcoming the challenges they face as they attempt to ""gain access to the resources that they think they deserve,"" say the researchers.",https://assets.msn.com/labs/mind/AAJvMev.html,"[{""Label"": ""Narcissism"", ""Type"": ""C"", ""WikidataId"": ""Q186529"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Narcissists""]}]",[]
N84467,news,newspolitics,Meghan McCain confronts Donald Trump Jr. on his father's 'character',Trump Jr. apologized for how President Donald Trump treated the late Sen. John McCain. Both Trump Jr. and girlfriend Kimberly Guilfoyle bemoaned treatment from the left of the Trump family.,https://assets.msn.com/labs/mind/BBWqihi.html,"[{""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Donald Trump Jr.""]}, {""Label"": ""Meghan McCain"", ""Type"": ""P"", ""WikidataId"": ""Q461063"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Meghan McCain""]}]","[{""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 92], ""SurfaceForms"": [""Trump Jr"", ""Trump Jr""]}, {""Label"": ""Kimberly Guilfoyle"", ""Type"": ""P"", ""WikidataId"": ""Q13560902"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [117], ""SurfaceForms"": [""Kimberly Guilfoyle""]}, {""Label"": ""John McCain"", ""Type"": ""P"", ""WikidataId"": ""Q10390"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [74], ""SurfaceForms"": [""John McCain""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [29, 176], ""SurfaceForms"": [""President Donald Trump"", ""Trump""]}]"
N8525,news,newscrime,Anderson police looking for black sedan connected to drive-by shooting of two men,Anderson police are investigating after two people were shot at a home on Railroad Street Wednesday afternoon.,https://assets.msn.com/labs/mind/AAJBvwZ.html,[],[]
N82951,weather,weathertopstories,More than 2 dozen dead loons wash up at beach near Sleeping Bear Dunes,Officials believe the birds were likely killed by Type E botulism and washed ashore this week.,https://assets.msn.com/labs/mind/AAIZt9F.html,"[{""Label"": ""Sleeping Bear Dunes National Lakeshore"", ""Type"": ""L"", ""WikidataId"": ""Q1585822"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Sleeping Bear Dunes""]}]",[]
N113371,news,newsus,"Oprah urges Texas governor to ""take a pause"" and look at Rodney Reed death row case","On Nov. 20, Rodney Reed is scheduled to be executed in Texas. He was convicted of raping and killing 19-year-old Stacey Stites back in 1996. Reed says they were in a consensual relationship and maintains his innocence. Meanwhile, her fiancé allegedly confessed to another inmate when in prison for an unrelated crime, but retracted the confession. Celebrities and lawmakers have called for the conviction to be overturned, citing new witness testimony. Oprah Winfrey, who was on ""CBS This Morning"" to reveal her latest book club pick, also weighed in on the case.",https://assets.msn.com/labs/mind/BBWpQxF.html,"[{""Label"": ""Governor of Texas"", ""Type"": ""K"", ""WikidataId"": ""Q5589725"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [12], ""SurfaceForms"": [""Texas governor""]}]","[{""Label"": ""Texas"", ""Type"": ""G"", ""WikidataId"": ""Q1439"", ""Confidence"": 0.934, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Texas""]}]"
N87642,news,newscrime,New Hampshire shooting: Man barged into a church and wounded bride and bishop,"A gunman barged into a church in New Hampshire and opened fire, wounding a bride and the bishop before wedding guests tackled him, authorities said. Investigators want to know if the attack is related to another fatal shooting this month.",https://assets.msn.com/labs/mind/AAIHZm2.html,"[{""Label"": ""New Hampshire"", ""Type"": ""G"", ""WikidataId"": ""Q759"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""New Hampshire""]}]","[{""Label"": ""New Hampshire"", ""Type"": ""G"", ""WikidataId"": ""Q759"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [33], ""SurfaceForms"": [""New Hampshire""]}]"
N98210,news,newspolitics,Booker: This hurt us in 2016. It could hurt us in 2020,"Presidential candidate Sen. Cory Booker (D-NJ) doubles down on his comments that candidates shouldn't be engaging in the discussion around Hunter Biden because it gives oxygen to ""Donald Trump's lies.""",https://assets.msn.com/labs/mind/AAIRY0T.html,[],"[{""Label"": ""New Jersey Democratic State Committee"", ""Type"": ""O"", ""WikidataId"": ""Q15980731"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""D-NJ""]}, {""Label"": ""Cory Booker"", ""Type"": ""P"", ""WikidataId"": ""Q1135767"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Cory Booker""]}, {""Label"": ""United States Senate"", ""Type"": ""B"", ""WikidataId"": ""Q66096"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Sen.""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [180], ""SurfaceForms"": [""Donald Trump""]}]"
N7388,news,newsus,At least 9 members of American family killed in Mexico ambush,A group of at least nine Americans were killed in an apparent ambush attack Monday in Mexico. Family members of the victims tell CBS News the FBI is part of the investigation into the attack that they believe is linked to a drug cartel. Jericka Duncan reports.,https://assets.msn.com/labs/mind/AAJT7NZ.html,"[{""Label"": ""Mexico"", ""Type"": ""G"", ""WikidataId"": ""Q96"", ""Confidence"": 0.975, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Mexico""]}]","[{""Label"": ""Jericka Duncan"", ""Type"": ""N"", ""WikidataId"": ""Q59423247"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [237], ""SurfaceForms"": [""Jericka Duncan""]}, {""Label"": ""CBS News"", ""Type"": ""O"", ""WikidataId"": ""Q861764"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [129], ""SurfaceForms"": [""CBS News""]}, {""Label"": ""Mexico"", ""Type"": ""G"", ""WikidataId"": ""Q96"", ""Confidence"": 0.975, ""OccurrenceOffsets"": [86], ""SurfaceForms"": [""Mexico""]}, {""Label"": ""Federal Bureau of Investigation"", ""Type"": ""O"", ""WikidataId"": ""Q8333"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [142], ""SurfaceForms"": [""FBI""]}]"
N46629,sports,basketball_ncaa,No. 22 LSU opens season with 88-79 win over Bowling Green,"BATON ROUGE, La. (AP)   Javonte Smart and Emmitt Williams were key bench players for LSU when it won the Southeastern Conference last season. Now they're carrying the Tigers. Smart and Williams each scored 21 points to lead No. 22 LSU to a balanced 88-79 victory over Bowling Green on Friday night. Smart, replacing two-year starter Tremont Waters at point guard, reached 20 points for just the second time in his career. He also had a career-high...",https://assets.msn.com/labs/mind/BBWuhB3.html,[],"[{""Label"": ""Tremont Waters"", ""Type"": ""N"", ""WikidataId"": ""Q55642429"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [333], ""SurfaceForms"": [""Tremont Waters""]}, {""Label"": ""Baton Rouge, Louisiana"", ""Type"": ""G"", ""WikidataId"": ""Q28218"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""BATON ROUGE""]}, {""Label"": ""Southeastern Conference"", ""Type"": ""O"", ""WikidataId"": ""Q963227"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [105], ""SurfaceForms"": [""Southeastern Conference""]}, {""Label"": ""Louisiana"", ""Type"": ""G"", ""WikidataId"": ""Q1588"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""La""]}]"
N128792,news,newsus,Feds looking at Crestwood mayor's expense reimbursements as part of wide-ranging investigation,"Federal authorities sought information related to $27,000 worth of expense reimbursements to Crestwood's mayor as part of a government corruption investigation that stretches from the southwest suburbs to the statehouse. The subpoena to Crestwood, obtained by the Tribune through an open records request, resulted in records that touch on some of the same people and same towns that have arisen ...",https://assets.msn.com/labs/mind/AAJzfZp.html,"[{""Label"": ""Crestwood, Illinois"", ""Type"": ""G"", ""WikidataId"": ""Q1807599"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Crestwood""]}]","[{""Label"": ""Crestwood, Illinois"", ""Type"": ""G"", ""WikidataId"": ""Q1807599"", ""Confidence"": 0.964, ""OccurrenceOffsets"": [93, 237], ""SurfaceForms"": [""Crestwood"", ""Crestwood""]}]"
N93217,news,newsus,Expect to see more rooftop gardens in downtown Denver,"There's a parking structure on Market and 14th streets that has cars on every floor except the sixth. That's saved for something much different: A rooftop garden project called ""Larimer Uprooted"". ""This really is more about us learning,"" CEO of Urban Villages and Bio-Logical Capital Grant McCargo said. ""When we redevelop Larimer Square, we're going to green every roof we possibly can."" The City of Denver passed an ordinance about a year ago...",https://assets.msn.com/labs/mind/AAIYXrS.html,"[{""Label"": ""Denver"", ""Type"": ""G"", ""WikidataId"": ""Q16554"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Denver""]}]","[{""Label"": ""Larimer Square, Denver"", ""Type"": ""U"", ""WikidataId"": ""Q30590441"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [323], ""SurfaceForms"": [""Larimer Square""]}, {""Label"": ""Denver"", ""Type"": ""G"", ""WikidataId"": ""Q16554"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [393], ""SurfaceForms"": [""City of Denver""]}, {""Label"": ""Urban village"", ""Type"": ""C"", ""WikidataId"": ""Q3559019"", ""Confidence"": 0.92, ""OccurrenceOffsets"": [245], ""SurfaceForms"": [""Urban Villages""]}]"
N73639,sports,football_nfl,"Bears Week 7 winners and losers: NFL officials, Nike's Chicago ad and aerial coverage   including the shot of Cordarrelle Patterson's TD","Cordarrelle Patterson's 102-yard kickoff return touchdown against the visiting Saints was spectacular in and of itself, the home-team highlight of a perfectly dreadful 36-25 Bears loss. Fox's SkyCam took it to another level. Normally SkyCam's video-game-like shots are more beloved by network producers than the viewers they too often leave disoriented. NBC recently tried using SkyCam as its ...",https://assets.msn.com/labs/mind/AAJyDFR.html,"[{""Label"": ""Chicago Bears"", ""Type"": ""O"", ""WikidataId"": ""Q205033"", ""Confidence"": 0.986, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bears""]}, {""Label"": ""Cordarrelle Patterson"", ""Type"": ""P"", ""WikidataId"": ""Q5169899"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [110], ""SurfaceForms"": [""Cordarrelle Patterson""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [33], ""SurfaceForms"": [""NFL""]}, {""Label"": ""Nike, Inc."", ""Type"": ""O"", ""WikidataId"": ""Q483915"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Nike""]}, {""Label"": ""Touchdown"", ""Type"": ""C"", ""WikidataId"": ""Q650807"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [], ""SurfaceForms"": []}]","[{""Label"": ""Chicago Bears"", ""Type"": ""O"", ""WikidataId"": ""Q205033"", ""Confidence"": 0.986, ""OccurrenceOffsets"": [174], ""SurfaceForms"": [""Bears""]}, {""Label"": ""Cordarrelle Patterson"", ""Type"": ""P"", ""WikidataId"": ""Q5169899"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Cordarrelle Patterson""]}, {""Label"": ""Fox NFL"", ""Type"": ""W"", ""WikidataId"": ""Q6953774"", ""Confidence"": 0.96, ""OccurrenceOffsets"": [186], ""SurfaceForms"": [""Fox""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 0.975, ""OccurrenceOffsets"": [354], ""SurfaceForms"": [""NBC""]}]"
N15510,news,newsus,Chicago is a dangerous place for migrating birds. Here's how you can help.,See an injured or dead bird? Ring the Chicago Bird Collision Monitors.,https://assets.msn.com/labs/mind/AAJUkHB.html,"[{""Label"": ""Chicago"", ""Type"": ""G"", ""WikidataId"": ""Q1297"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chicago""]}]",[]
N34255,sports,baseball_mlb,"Astros swat Nats in Game 5, take 3-2 World Series lead","WASHINGTON   The crowd wore red and rose as one, serenading a spot starter soon to be shellacked. Chants of Joe Ross' name engulfed this excitement-starved ballpark the Astros overtook. Washington waited 86 years for World Series baseball, only to be delivered a dismantling. Embroiled in uncertainty when they entered, the Houston Astros exited Washington on the cusp of a championship. Twenty-seven innings were played inside Nationals Park. Not...",https://assets.msn.com/labs/mind/AAJqVGT.html,"[{""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Astros""]}]","[{""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [169, 324], ""SurfaceForms"": [""Astros"", ""Houston Astros""]}, {""Label"": ""Nationals Park"", ""Type"": ""F"", ""WikidataId"": ""Q517545"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [428], ""SurfaceForms"": [""Nationals Park""]}, {""Label"": ""27 (number)"", ""Type"": ""U"", ""WikidataId"": ""Q433353"", ""Confidence"": 0.984, ""OccurrenceOffsets"": [388], ""SurfaceForms"": [""Twenty-seven""]}]"
